room_price,room_commonFee,room_initialFeeText,room_initialOtherFeeText,building_year,room_layoutText,room_facing,room_area,room_detailText,building_structure,room_parking,room_tatalRooms,room_contract,room_period,room_renewalFeeText,room_otherFeeText,room_guarantyText,room_insuranceText,room_manage,room_state,room_move-in,room_lifullID,room_trans,room_begin,room_update,room_url
12.5万円,"12,000円",1ヶ月/1ヶ月,-/-,2022年2月(築3年),"1LDK ( リビングダイニングキッチン 9.1帖
洋室 4.7帖 )",東,34.45㎡,保証人不要、ガスコンロ設置済、コンロ二口、システムキッチン、給湯、専用バス、専用トイレ、バス・トイレ別、追焚機能、シャワー、温水洗浄便座、浴室乾燥機、洗面所独立、オートロック、防犯カメラ、TVモニタ付インターホン、ディンプルキー、エアコン、クローゼット、シューズボックス、CS対応、BS対応、光ファイバー、フローリング、バルコニー、室内洗濯機置場、室内洗濯物干し、複層ガラス・複層サッシ、エレベーター、ごみ出し24時間OK、宅配ボックス、駐輪場あり、お問合せはタウンハウジング池袋西口店03-5992-4433までご連絡ください！Web予約も可能です！,RC(鉄筋コンクリート),-,-,-,2年間,新賃料の1ヶ月分,"鍵交換費用：22,000円、ホームマイスター24（2年）：13,200円",加入要保証会社：日本賃貸保証保証会社利用料：0.50ヶ月 初回総賃料の50％／月額330円／年間1万円,要,-,空家,相談,0005017-0169104,仲介,2024/03/14,2024/03/20,https://www.homes.co.jp/chintai/room/9c297d276e94d79fc9ff00757a57c02574d847dd/
12.9万円,-,1ヶ月/1ヶ月,-/-,2020年2月(築5年),1K ( 洋室 8.1帖 ),西,25.57㎡,家賃保証付き、保証人不要、ガスコンロ設置済、コンロ二口、システムキッチン、専用バス、専用トイレ、バス・トイレ別、追焚機能、洗面所独立、オートロック、防犯カメラ、TVモニタ付インターホン、エアコン、クローゼット、シューズボックス、公営水道、都市ガス、下水、フローリング、バルコニー、室内洗濯機置場、エレベーター、ごみ出し24時間OK、宅配ボックス、バイク置き場あり、駐輪場あり、初期費用カード決済可、分譲賃貸、住まい探し特典あり、クレヴィア小石川後楽園は東京都文京区小石川2丁目に所在し、東京メトロ丸ノ内線の後楽園駅が利用できる賃貸物件です。駅まで徒歩2分の利便性の良い立地が魅力です。当店であれば初期費用をクレジットカードで決済可能です。（条件付）遠方の方やご来店が難しい方はリモートにてお部屋のご紹介や内見も可能です。,RC(鉄筋コンクリート),空無,-,-,2年間,新賃料の1ヶ月分,-,利用可保証会社利用料：詳細はお問い合わせください,要,管理員：日勤,空家,相談,0144552-0010787,仲介,2024/03/12,2024/03/20,https://www.homes.co.jp/chintai/room/477c22253214788d2e118d1c6dca05c9dbc71bd9/
13.2万円,"10,000円",1ヶ月/1ヶ月,-/-,2023年2月(築2年),ワンルーム ( 洋室 10.2帖(7階) ),南,25.3㎡,角部屋、ペット不可、保証人不要、外国籍フレンドリー、フリーランスフレンドリー、ガスコンロ設置済、コンロ二口、システムキッチン、給湯、専用バス、専用トイレ、バス・トイレ別、追焚機能、シャワー、シャワー付洗面化粧台、温水洗浄便座、浴室乾燥機、オートロック、防犯カメラ、TVモニタ付インターホン、エアコン、クローゼット、シューズボックス、CS対応、BS対応、光ファイバー、公営水道、都市ガス、下水、フローリング、バルコニー、室内洗濯機置場、照明器具付き、南面バルコニー、全室フローリング、エレベーター、宅配ボックス、バイク置き場あり、駐輪場あり、デザイナーズ,RC(鉄筋コンクリート),-,28戸,-,2年間,新賃料の1ヶ月分,"仲介手数料：賃料1ヶ月分に対する110％、鍵交換費用：22,000円、24時間サポートサービス：16,500円",加入要保証会社：株式会社エポスカード保証会社利用料：初回保証料：家賃総額50％、月額保証料：家賃総額1％,要,管理員：巡回、管理会社：株式会社アルファーマネジメント＆パートナーズ,空家,2024年03月 中旬,0109304-0001104,専任媒介,2024/02/19,2024/03/19,https://www.homes.co.jp/chintai/room/6b29eb2c5bb2f1b40a120bec50125052a008269c/
8.9万円,"7,000円",1ヶ月/1ヶ月,-/-,2013年3月(築12年),"1K ( 洋室 7.8帖
キッチン )",西,26.57㎡,角部屋、楽器不可、事務所不可、単身者限定、ペット不可、保証人不要、ガスコンロ設置済、コンロ二口、システムキッチン、専用バス、専用トイレ、バス・トイレ別、シャワー、温水洗浄便座、浴室乾燥機、洗面所独立、オートロック、防犯カメラ、TVモニタ付インターホン、エアコン、全居室収納、クローゼット、シューズボックス、光ファイバー、公営水道、都市ガス、下水、フローリング、バルコニー、洗濯機置場あり、エレベーター、ごみ出し24時間OK、宅配ボックス、耐震構造、駐輪場あり、エフティシア：都営大江戸線本郷三丁目にも近くて便利。初めての一人暮らしで料理も楽しみたいなら間取りは1K。今すぐ引っ越しをしたい方のご相談をお待ちしております。こちらのマンションからは2駅が近くにあり、移動範囲も広がります。文京区エリアや都営大江戸線本郷三丁目近くでお部屋探しをするなら、当社にお任せ下さい。お客様の求めるお部屋がきっと見つかります。,RC(鉄筋コンクリート),-,-,-,2年間,新賃料の1ヶ月分,-,加入要保証会社：エポスカード保証会社利用料：　初回50％、月額1％,要,-,居住中,相談,0146306-0002081,専任媒介,2024/03/01,2024/03/20,https://www.homes.co.jp/chintai/room/d8919425aa50d06c3adc7cc34d8a192e3ce04f41/
9万円,"15,000円",無/1ヶ月,-/-,2012年6月(築12年),"1K ( キッチン
洋室 8.2帖 )",-,25.52㎡,保証人不要、ガスコンロ設置済、コンロ二口、システムキッチン、給湯、専用バス、専用トイレ、バス・トイレ別、シャワー、シャワー付洗面化粧台、温水洗浄便座、浴室乾燥機、洗面所独立、浴室暖房、オートロック、防犯カメラ、TVモニタ付インターホン、エアコン、クローゼット、シューズボックス、CATV、CS対応、BS対応、光ファイバー、公営水道、都市ガス、下水、バルコニー、室内洗濯機置場、照明器具付き、24時間換気システム、タイル貼り、エレベーター、ごみ出し24時間OK、宅配ボックス、駐輪場あり、初期費用カード決済可、デザイナーズ、分譲賃貸、住まい探し特典あり、この物件は初期費用分割できます。空室確認即時返答します。まずはお電話下さい。メール問い合わせも即時対応致します。清掃費用借主負担になります（＾−＾）ペット相談：敷金1ヶ月増額(償却)。1年未満の解約で総賃料2ヵ月分、1年以上1.5年未満の解約で総賃料1.5ヵ月分の違約金有。,RC(鉄筋コンクリート),"近隣 40,000円(税込) 物件からの距離500m",-,-,2年間,-,"鍵交換費用：33,000円、室内抗菌：14,300円、口座振替手数料・サポート料：2,530円",加入要保証会社：その他保証会社利用料：総賃料の50%・総賃料の1.3%/月・10000円/1年毎,要,管理員：日勤,居住中,2024年05月 下旬,0118278-0052547,仲介,2024/03/09,2024/03/16,https://www.homes.co.jp/chintai/room/309f5a3b502b1fdfe67f2e88463474387b3002fe/
12.2万円,"10,000円",無/1ヶ月,-/-,2015年9月(築9年),"1K ( キッチン 2帖
洋室 10.8帖 )",南東,32.5㎡,角部屋、二人入居可、保証人不要、ガスコンロ設置済、コンロ三口、システムキッチン、給湯、専用バス、専用トイレ、バス・トイレ別、追焚機能、シャワー、シャワー付洗面化粧台、温水洗浄便座、浴室乾燥機、洗面所独立、オートロック、防犯カメラ、TVモニタ付インターホン、エアコン、ウォークインクローゼット、全居室収納、クローゼット、シューズボックス、BS対応、光ファイバー、インターネット使用料無料、都市ガス、フローリング、バルコニー、室内洗濯機置場、24時間換気システム、複層ガラス・複層サッシ、タイル貼り、エレベーター、ごみ出し24時間OK、宅配ボックス、駐輪場あり、家賃・初期費用カード決済可、デザイナーズ、住まい探し特典あり、■都心部でのお部屋探しは賃貸専門店の【 御茶ノ水不動産スーペリアホーム 】にお任せ下さい。当社掲未掲載の他社様公開物件も含め、まとめてご案内を承っております。『オンライン内見』『社用車でのご案内』『現地でのお待合わせ』など、お客様のご都合に合わせて臨機応変に対応をさせていただいておりますのでお気軽にお問合せ、ご相談くださいませ。,RC(鉄筋コンクリート),無,1戸,-,2年間,新賃料の1ヶ月分,"鍵交換費用：27,500円",利用可保証会社：その他保証会社利用料：詳細はお問い合わせください。,要,管理員：巡回,居住中,2024年04月 下旬,0132508-0094137,一般媒介,2024/03/18,2024/03/20,https://www.homes.co.jp/chintai/room/fc2b796aad0ae298d2c6255ff9d3bf77ad728e98/
13.5万円,"6,000円",1ヶ月/1.5ヶ月,-/-,2021年3月(築4年),"1LDK ( リビングダイニングキッチン 11帖
洋室 4.5帖 )",南西,38.76㎡,角部屋、楽器不可、二人入居可、ペット不可、保証人不要、ガスコンロ設置済、コンロ三口、システムキッチン、カウンターキッチン、給湯、専用バス、専用トイレ、バス・トイレ別、追焚機能、シャワー、シャワー付洗面化粧台、温水洗浄便座、浴室乾燥機、洗面所独立、浴室暖房、TVモニタ付インターホン、防犯（雨戸）シャッター、ディンプルキー、エアコン、床下収納、クローゼット、シューズボックス、BS対応、光ファイバー、インターネット使用料無料、公営水道、都市ガス、下水、フローリング、室内洗濯機置場、テラス、室内洗濯物干し、複層ガラス・複層サッシ、全室フローリング、耐震構造、初期費用カード決済可、住まい探し特典あり、施工会社：旭化成ホームズ★当社では旭化成ヘーベルメゾンを中心に、セキスイハイム・大和ハウス・パナソニックホームズなど各ハウスメーカーのキレイなお部屋を多数取り扱っております★新築・築浅物件などもございますので、お問い合わせ・諸条件のご相談などお気軽にどうぞ★,ALC造,無,4戸,-,2年間,新賃料の1ヶ月分,"仲介手数料：148,500円、鍵交換費用：22,000円、退去時クリーニング費用：55,000円、マイコンシェル2年分：15,000円",加入要保証会社：旭化成不動産サポート保証会社利用料：初回保証料：家賃等の50％　継続保証料：2年ごとに2万円,要,-,居住中,2024年04月 中旬,0118304-0022199,一般媒介,2024/03/03,2024/03/19,https://www.homes.co.jp/chintai/room/60ece69fd1ce47903164179867315d56a8611a71/
9.9万円,"7,000円",無/1ヶ月,-/-,2016年6月(築8年),"1K ( 洋室 6.6帖
キッチン 3.5帖 )",東,27.84㎡,角部屋、保証人不要、IHコンロ、コンロ二口、システムキッチン、給湯、専用バス、専用トイレ、バス・トイレ別、追焚機能、シャワー、シャワー付洗面化粧台、温水洗浄便座、浴室乾燥機、洗面所独立、セキュリティ会社加入済、オートロック、TVモニタ付インターホン、エアコン、ウォークインクローゼット、クローゼット、シューズボックス、CATV、BS対応、光ファイバー、インターネット使用料無料、都市ガス、フローリング、バルコニー、室内洗濯機置場、室内洗濯物干し、宅配ボックス、駐輪場あり、初期費用カード決済可、ルームクリーニング代：41800円　鍵交換代：16500円　ICロック電池代：2090円。,軽量鉄骨造,-,-,-,2年間,新賃料の1ヶ月分,-,加入要保証会社：その他保証会社利用料：初回：35000円　月額：総賃料等の1％+800円,要,-,居住中,2024年05月 上旬,0145885-0026363,仲介,2024/02/17,2024/03/20,https://www.homes.co.jp/chintai/room/10bd4b5eb3957d09b2d5c8f163fffa509af34dfe/
11.1万円,"15,000円",1ヶ月/1ヶ月,-/-,2016年2月(築9年),"1K ( キッチン 2帖
洋室 7帖 )",西,25.08㎡,角部屋、二人入居可、ペット相談、保証人不要、ガスコンロ設置済、コンロ二口、システムキッチン、給湯、専用バス、専用トイレ、バス・トイレ別、追焚機能、シャワー、温水洗浄便座、浴室乾燥機、洗面所独立、オートロック、防犯カメラ、TVモニタ付インターホン、エアコン、全居室収納、クローゼット、シューズボックス、CS対応、BS対応、光ファイバー、インターネット使用料無料、都市ガス、フローリング、バルコニー、室内洗濯機置場、24時間換気システム、エレベーター、ごみ出し24時間OK、宅配ボックス、家賃・初期費用カード決済可、デザイナーズ、分譲賃貸、住まい探し特典あり、■都心部でのお部屋探しは賃貸専門店の【 御茶ノ水不動産スーペリアホーム 】にお任せ下さい。当社掲未掲載の他社様公開物件も含め、まとめてご案内を承っております。『オンライン内見』『社用車でのご案内』『現地でのお待合わせ』など、お客様のご都合に合わせて臨機応変に対応をさせていただいておりますのでお気軽にお問合せ、ご相談くださいませ。,RC(鉄筋コンクリート),無,-,-,2年間,新賃料の1.5ヶ月分,"鍵交換費用：22,000円、契約事務手数料：11,000円、室内抗菌処理代：17,600円、入居中サポート：21,450円",加入要保証会社：その他保証会社利用料：詳細はお問い合わせください。,要,管理員：巡回,空家,2024年03月 中旬,0132508-0091707,一般媒介,2024/01/23,2024/03/20,https://www.homes.co.jp/chintai/room/468ba3724a9b9ee0866cbd99ac467137a48df2e0/
13万円,"12,000円",無/無,-/-,2020年7月(築4年),1K ( 洋室 7.4帖 ),南,26.01㎡,保証人不要、ガスコンロ設置済、コンロ二口、システムキッチン、給湯、専用バス、専用トイレ、バス・トイレ別、シャワー、シャワー付洗面化粧台、温水洗浄便座、浴室乾燥機、洗面所独立、オートロック、防犯カメラ、TVモニタ付インターホン、エアコン、全居室収納、クローゼット、シューズボックス、CS対応、BS対応、光ファイバー、インターネット使用料無料、都市ガス、フローリング、バルコニー、室内洗濯機置場、24時間換気システム、南面バルコニー、複層ガラス・複層サッシ、タイル貼り、エレベーター、ごみ出し24時間OK、宅配ボックス、駐輪場あり、家賃・初期費用カード決済可、デザイナーズ、住まい探し特典あり、■都心部でのお部屋探しは賃貸専門店の【 御茶ノ水不動産スーペリアホーム 】にお任せ下さい。当社掲未掲載の他社様公開物件も含め、まとめてご案内を承っております。『オンライン内見』『社用車でのご案内』『現地でのお待合わせ』など、お客様のご都合に合わせて臨機応変に対応をさせていただいておりますのでお気軽にお問合せ、ご相談くださいませ。,RC(鉄筋コンクリート),無,-,-,2年間,新賃料の1ヶ月分,"鍵交換費用：22,000円",加入要保証会社：その他保証会社利用料：詳細はお問い合わせください。,要,管理員：巡回,居住中,2024年04月 下旬,0132508-0093045,一般媒介,2024/02/20,2024/03/20,https://www.homes.co.jp/chintai/room/1e20be9697a5edae866777de8e24727457eacd85/
12.4万円,"8,000円",1ヶ月/無,-/-,2016年3月(築9年),"1K ( キッチン
洋室 )",西,24.1㎡,角部屋、保証人不要、ガスコンロ設置済、コンロ二口、システムキッチン、給湯、専用バス、専用トイレ、バス・トイレ別、追焚機能、シャワー、温水洗浄便座、浴室乾燥機、洗面所独立、オートロック、防犯カメラ、TVモニタ付インターホン、エアコン、クローゼット、シューズボックス、インターネット対応、インターネット使用料無料、公営水道、都市ガス、下水、フローリング、室内洗濯機置場、照明器具付き、全室フローリング、宅配ボックス、初期費用カード決済可、デザイナーズ、住まい探し特典あり、豊島区・文京区・板橋区・北区でのお部屋探しはタウンハウジング駒込店にお任せください。TEL03-3945-1881★短期違約金有★,RC(鉄筋コンクリート),"近隣 44,000円(税込) 物件からの距離300m",-,-,2年間,新賃料の1ヶ月分,"入居サポート：18,700円",加入要保証会社：その他保証会社利用料：保証人代行会社 BeansTrust賃貸保証料 50％保証人代行詳細 初回保証料月額総支払額の50％年間保証料15、000円 引き落とし手数料：400円＋税,要,-,居住中,相談,0147374-0028290,仲介,2024/03/05,2024/03/20,https://www.homes.co.jp/chintai/room/33f8eae6a9e64d289f4726fc944a2583997e804d/
