room_price,room_commonFee,room_initialFeeText,room_initialOtherFeeText,building_year,room_layoutText,room_facing,room_area,room_detailText,building_structure,room_parking,room_tatalRooms,room_contract,room_period,room_renewalFeeText,room_otherFeeText,room_guarantyText,room_insuranceText,room_manage,room_state,room_move-in,room_lifullID,room_trans,room_begin,room_update,room_url
9.7万円,"9,000円",1ヶ月/2ヶ月,-/-,2002年7月(築22年),ワンルーム ( 洋室 9.1帖 ),南西,24.7㎡,角部屋、保証人不要、ガスコンロ設置済、コンロ二口、システムキッチン、専用バス、専用トイレ、バス・トイレ別、シャワー、シャワー付洗面化粧台、温水洗浄便座、浴室乾燥機、洗面所独立、オートロック、防犯カメラ、TVモニタ付インターホン、エアコン、クローゼット、シューズボックス、インターネット対応、公営水道、都市ガス、下水、フローリング、バルコニー、室内洗濯機置場、タイル貼り、エレベーター、ごみ出し24時間OK、宅配ボックス、初期費用カード決済可、分譲賃貸、住まい探し特典あり、口座振替手数料330円(月額)　初期費用の分割・クレジットカード決済可能です！退去時クリーニング費38500円、エアコン清掃費13200円借主負担。,RC(鉄筋コンクリート),-,44戸,-,2年間,新賃料の1ヶ月分,"鍵交換費用：23,100円",加入要保証会社利用料：　保証料：賃料等の半月分（最低2万円）継続保証料1万円／年,要,-,居住中,2024年04月 中旬,0151480-0015284,仲介,2024/03/08,2024/03/20,https://www.homes.co.jp/chintai/room/d2946a181b76e0e1fdac5375156b8c73c148bd1f/
15.3万円,"11,000円",1ヶ月/1.5ヶ月,-/-,2013年3月(築12年),"1LDK ( 洋室
リビングダイニングキッチン )",-,40.55㎡,角部屋、システムキッチン、専用バス、専用トイレ、バス・トイレ別、シャワー、シャワー付洗面化粧台、温水洗浄便座、洗面所独立、オートロック、TVモニタ付インターホン、エアコン、クローゼット、シューズボックス、CS対応、BS対応、インターネット対応、インターネット使用料無料、公営水道、下水、オール電化、フローリング、バルコニー、室内洗濯機置場、エレベーター、宅配ボックス、初期費用カード決済可、住まい探し特典あり、初期費用の分割・クレジットカード決済可能です！退去時クリーニング費用実費精算。,RC(鉄筋コンクリート),-,-,-,2年間,新賃料の1ヶ月分,-,加入要保証会社利用料：　初回保証料35000円、月額保証料賃料等総額の1％＋800円／月,要,-,居住中,2024年04月 下旬,0145714-0077589,仲介,2024/03/19,2024/03/20,https://www.homes.co.jp/chintai/room/3df88a9c6441274b134c04e49cb72bb14f76e4ac/
12万円,"4,500円",12万円/12万円,-/-,2004年3月(築21年),"1DK ( 洋室 7.1帖
ダイニングキッチン 7.2帖 )",北西,34.33㎡,給湯、専用バス、専用トイレ、バス・トイレ別、シャワー、シャワー付洗面化粧台、洗面所独立、オートロック、TVモニタ付インターホン、エアコン、シューズボックス、CATV、都市ガス、バルコニー、室内洗濯機置場、タイル貼り、駐輪場あり、初期費用カード決済可,鉄骨造,無,-,-,2年間,新賃料の1ヶ月分,"鍵交換代等：17,600円、保険料：800円",加入要保証会社利用料：【JACCS】［初回保証料］1万円,不要,-,空家,2024年03月 下旬,0113470-0144310,仲介,2024/03/15,2024/03/20,https://www.homes.co.jp/chintai/room/0d5e99f323a732fe843df3034d0714e9611ec70a/
17.5万円,-,1ヶ月/1ヶ月,-/-,2011年1月(築14年),"1LDK ( 洋室 5.1帖(1階)
リビングダイニングキッチン 11.6帖(1階) )",南東,42.94㎡,角部屋、ガスコンロ設置済、システムキッチン、食器洗い乾燥機、給湯、浄水器・活水器、専用バス、専用トイレ、バス・トイレ別、追焚機能、シャワー、温水洗浄便座、浴室乾燥機、洗面所独立、オートロック、TVモニタ付インターホン、エアコン、床暖房、ウォークインクローゼット、シューズボックス、CATV、CS対応、BS対応、インターネット対応、フローリング、バルコニー、室内洗濯機置場、エレベーター、宅配ボックス、バイク置き場あり、駐輪場あり、分譲賃貸、4EV23133 ■ミストサウナ付浴室暖房換気乾燥機■フルオートバス■複層ガラス■ＴＥＳ式床暖房■退去時清掃費用借主負担：47，234円（税込）■保証会社利用必須（保証料：初回賃料等の50％、賃料収納月以降1，000円／月）■ネット・ＴＶ有料放送別途契約費用負担有■安心入居サポート770円／月■喫煙禁止住戸■浄水器カートリッジ交換費用別途負担,SRC(鉄骨鉄筋コンクリート),空無,-,-,2年間,新賃料の1ヶ月分,"バイク置場料金/月：3,000円",-,要,-,空家,相談,0119028-0002778,一般媒介,2024/03/14,2024/03/20,https://www.homes.co.jp/chintai/room/5198b5a91bcbdbb8bf50c7827f0d03429f604678/
15万円,"10,000円",1ヶ月/1ヶ月,-/-,2011年1月(築14年),"1LDK ( 洋室 4.4帖
リビングダイニングキッチン 10.5帖 )",南西,37.17㎡,角部屋、楽器不可、事務所不可、ペット不可、保証人不要、ガスコンロ設置済、コンロ三口、システムキッチン、カウンターキッチン、食器洗い乾燥機、専用バス、専用トイレ、バス・トイレ別、追焚機能、シャワー、温水洗浄便座、浴室乾燥機、洗面所独立、オートバス、オートロック、防犯カメラ、TVモニタ付インターホン、エアコン、クローゼット、シューズボックス、光ファイバー、公営水道、都市ガス、下水、フローリング、バルコニー、室内洗濯機置場、照明器具付き、タイル貼り、エレベーター、ごみ出し24時間OK、宅配ボックス、分譲賃貸、住まい探し特典あり、クリーニング代借主負担/保証会社プラン複数あり/24時間サポート代:月額1835円（火災保険料込）/駐輪場要確認,SRC(鉄骨鉄筋コンクリート),無,-,-,-,新賃料の1ヶ月分,"鍵交換費用：27,500円、火災保険：1,835円",加入要保証会社利用料：初回保証料:総賃料の50% 月額保証料:総賃料の1%,要,-,居住中,2024年04月 中旬,0149630-0052151,仲介,2024/03/10,2024/03/20,https://www.homes.co.jp/chintai/room/507e71d16c7a036f1ea3c38267ff90dcbb0b4883/
16.8万円,"10,000円",1ヶ月/1ヶ月,-/-,2018年4月(築6年),1LDK,東,40.47㎡,事務所不可、フリーレント1ヶ月、システムキッチン、専用バス、バス・トイレ別、追焚機能、浴室乾燥機、洗面所独立、オートロック、エアコン、CS対応、BS対応、光ファイバー、フローリング、バルコニー、室内洗濯機置場、エレベーター、宅配ボックス、住まい探し特典あり,RC(鉄筋コンクリート),無,-,-,24ヶ月間,新賃料の1ヶ月分,"鍵交換費用：22,000円、室内清掃費用：53,420円、口座振替事務手数料：110円",加入要保証会社：クレディセゾン・レジデントアシスタンス株式会社保証会社利用料：初回保証委託料(最低15、000円)：月額賃料等の50％、 2年目以降：10、000円/年,要,管理員：日勤,空家,2024年03月 下旬,0131820-0018446,仲介,2024/01/29,2024/03/17,https://www.homes.co.jp/chintai/room/d9c0e92c94a4978e08429dda7f4db4894c0d9b64/
16.9万円,"10,000円",1ヶ月/1.5ヶ月,-/-,2018年4月(築6年),"1LDK ( リビングダイニングキッチン 11.9帖
洋室 5.5帖 )",東,40.47㎡,角部屋、二人入居可、保証人要、ガスコンロ設置済、コンロ二口、システムキッチン、専用バス、専用トイレ、バス・トイレ別、追焚機能、シャワー、温水洗浄便座、浴室乾燥機、洗面所独立、オートバス、オートロック、TVモニタ付インターホン、エアコン、全居室収納、クローゼット、シューズボックス、CS対応、BS対応、光ファイバー、公営水道、都市ガス、下水、フローリング、バルコニー、室内洗濯機置場、エレベーター、宅配ボックス、住まい探し特典あり、火災保険要加入:実費,RC(鉄筋コンクリート),無,-,-,-,新賃料の1ヶ月分,"鍵交換費用：22,000円、室内清掃費用：53,420円",加入要保証会社利用料：初回保証委託料：月額賃料等の50％、2年目以降：9600円／年,要,-,居住中,2024年04月 下旬,0147649-0087437,仲介,2024/03/03,2024/03/20,https://www.homes.co.jp/chintai/room/0acc77b635a7d287e2b610d496df65267f5ba5cf/
8.2万円,"7,000円",1ヶ月/1ヶ月,-/-,2003年6月(築21年),ワンルーム ( 洋室 7帖 ),南,20.4㎡,角部屋、楽器不可、事務所不可、ペット不可、保証人不要、IHコンロ、システムキッチン、専用バス、専用トイレ、バス・トイレ別、シャワー、洗面所独立、オートロック、防犯カメラ、エアコン、クローゼット、シューズボックス、CATV、CS対応、BS対応、光ファイバー、インターネット使用料無料、公営水道、都市ガス、下水、フローリング、バルコニー、室内洗濯機置場、南面バルコニー、エレベーター、ごみ出し24時間OK、宅配ボックス、住まい探し特典あり、クリーニング代借主負担（契約時前精算）/月額保証料:総賃料の1.1%/口座振替事務手数料330円/1年未満解約時違約金あり/バイク・駐輪場要確認　保証会社:初回総賃料の50％。,SRC(鉄骨鉄筋コンクリート),無,-,-,-,新賃料の1ヶ月分,"鍵交換費用：22,000円、室内清掃費用：35,200円、火災保険：19,000円",-,要,-,居住中,2024年04月 中旬,0147649-0090020,仲介,2024/03/15,2024/03/20,https://www.homes.co.jp/chintai/room/f23034bb9ebb3ee665d0a22ef1858f86e65fda7b/
8.1万円,"7,000円",1ヶ月/1ヶ月,-/-,2003年6月(築21年),ワンルーム ( 洋室 7帖 ),南,20.4㎡,角部屋、楽器不可、事務所不可、ペット不可、保証人不要、IHコンロ、システムキッチン、専用バス、専用トイレ、バス・トイレ別、シャワー、洗面所独立、オートロック、防犯カメラ、エアコン、クローゼット、シューズボックス、CATV、CS対応、BS対応、光ファイバー、インターネット使用料無料、公営水道、都市ガス、下水、フローリング、バルコニー、室内洗濯機置場、南面バルコニー、エレベーター、ごみ出し24時間OK、宅配ボックス、住まい探し特典あり、クリーニング代借主負担（契約時前精算）/月額保証料:総賃料の1.1%/口座振替事務手数料330円/1年未満解約時違約金あり/バイク・駐輪場要確認　除菌消臭代:16500円。保証会社:初回総賃料の50％。,SRC(鉄骨鉄筋コンクリート),無,-,-,-,新賃料の1ヶ月分,"鍵交換費用：22,000円、室内清掃費用：35,200円、火災保険：19,000円、24時間緊急対応料金：7,700円",-,要,-,居住中,2024年04月 中旬,0147649-0086160,仲介,2024/02/24,2024/03/20,https://www.homes.co.jp/chintai/room/37c92825b0f4520b38f96d161867f41860d18b33/
9.6万円,"12,000円",0.5ヶ月/1ヶ月,-/-,2000年4月(築24年),"1K ( キッチン 1.5帖
洋室 9.7帖
［LDK詳細］K1.5　　　洋室9.7 )",南,27.98㎡,角部屋、保証人不要、ガスコンロ設置済、コンロ一口、給湯、専用バス、専用トイレ、バス・トイレ別、シャワー、温水洗浄便座、浴室乾燥機、洗面所独立、オートロック、エアコン、クローゼット、シューズボックス、BS対応、光ファイバー、公営水道、都市ガス、下水、フローリング、バルコニー、室内洗濯機置場、南面バルコニー、エレベーター、宅配ボックス、駐輪場あり、住まい探し特典あり、安心入居サポート1100円(月額)　☆オン・オフ充実の快適アクセス☆便利なコンビニ・スーパーも近くにあるので生活環境良好☆オートロック設置で女性も安心セキュリティ☆テレワークもおすすめ☆詳細はお問い合わせください！株式会社クレアスレント★更新事務手数料48000円短期解約違約金有,SRC(鉄骨鉄筋コンクリート),無 ［駐車場礼金］,-,-,2年間,新賃料の1ヶ月分,"鍵交換費用：27,500円",加入要保証会社利用料：　初回保証料は総賃料の50％年次12000円,要,-,居住中,相談,0133778-0046068,仲介,2024/03/09,2024/03/21,https://www.homes.co.jp/chintai/room/711034c21b44af97976295b35ccab85eb7272f84/
17.6万円,"15,000円",1ヶ月/無,-/-,2019年2月(築6年),1LDK,-,40.52㎡,二人入居可、ペット可、ガスコンロ設置済、コンロ二口、システムキッチン、給湯、専用バス、専用トイレ、バス・トイレ別、シャワー、シャワー付洗面化粧台、温水洗浄便座、浴室乾燥機、洗面所独立、オートロック、防犯カメラ、TVモニタ付インターホン、エアコン、クローゼット、シューズボックス、CATV、CS対応、BS対応、光ファイバー、公営水道、都市ガス、下水、フローリング、バルコニー、室内洗濯機置場、照明器具付き、タイル貼り、エレベーター、ごみ出し24時間OK、宅配ボックス、耐震構造、駐輪場あり、初期費用カード決済可、デザイナーズ、住まい探し特典あり、【即レス対象についての説明】ただし弊社営業時間内に限りますのでご承知おきください。営業時間10時から19時（水曜定休）になります。定休日、夜間のお問い合わせに関しましては翌日朝10時までのご返信を対象とさせていただきます,RC(鉄筋コンクリート),-,-,-,2年間,-,"鍵交換費用：16,500円",加入要保証会社利用料：詳細はお問合せ下さい。,要,管理員：巡回,居住中,2024年04月 上旬,0133711-0074265,仲介,2024/03/11,2024/03/18,https://www.homes.co.jp/chintai/room/46716006e16587fa6e907c44de2e80a9978df82f/
19.7万円,"10,000円",無/1ヶ月,-/-,2023年10月(築1年),"1LDK ( リビングダイニングキッチン 11.8帖
洋室 7帖 )",西,43.06㎡,楽器不可、事務所不可、二人入居可、ペット不可、保証人不要、即入居可、ガスコンロ設置済、コンロ三口、システムキッチン、カウンターキッチン、専用バス、専用トイレ、バス・トイレ別、追焚機能、シャワー、温水洗浄便座、浴室乾燥機、洗面所独立、オートバス、オートロック、防犯カメラ、TVモニタ付インターホン、エアコン、クローゼット、シューズボックス、シューズインクローゼット、CS対応、光ファイバー、インターネット使用料無料、公営水道、都市ガス、下水、フローリング、バルコニー、室内洗濯機置場、照明器具付き、エレベーター、ごみ出し24時間OK、宅配ボックス、住まい探し特典あり、1年未満解約時賃料1ヶ月分の違約金有り/バイク置場:月額3300円,RC(鉄筋コンクリート),無,-,-,-,-,"室内清掃費用：68,970円、火災保険：14,660円",加入要保証会社利用料：初回保証料:総賃料の50％/月額保証料:賃料等の1％,要,-,空家,即時,0147649-0086829,仲介,2024/02/28,2024/03/20,https://www.homes.co.jp/chintai/room/e5d7a8097563f62b8e7958ea5db7a29fe171b621/
13.8万円,"9,000円",1ヶ月/1ヶ月,-/1ヶ月,2000年7月(築24年),1K,北東,32.86㎡,ペット相談、即入居可、ガスコンロ設置済、バス・トイレ別、温水洗浄便座、浴室乾燥機、オートロック、エアコン、シューズボックス、光ファイバー、都市ガス、フローリング、バルコニー、室内洗濯機置場、エレベーター、初期費用カード決済可、住まい探し特典あり、オンライン相談可能・契約時もオンライン・郵送での非接触対応可能です。,RC(鉄筋コンクリート),-,-,-,2年間,新賃料の1ヶ月分,"事務手数料：11,000円",加入要保証会社：その他保証会社利用料：50～100％,要,-,空家,即時,0105441-0171456,仲介,2024/03/15,2024/03/20,https://www.homes.co.jp/chintai/room/527434cd924a817e45dee4cc395fc2957799e100/
10.8万円,"9,000円",10.8万円/10.8万円,-/-,2000年7月(築24年),1K,東,27.99㎡,ペット相談、保証人不要、即入居可、ガスコンロ設置済、バス・トイレ別、シャワー、オートロック、エアコン、BS対応、光ファイバー、都市ガス、バルコニー、室内洗濯機置場、エレベーター,RC(鉄筋コンクリート),無,21戸,-,2年間,"108,000円","仲介手数料：59,400円、消毒料：16,500円、入居安心サービス料：16,500円、鍵交換料：17,600円",加入要保証会社：日本セーフティー株式会社保証会社利用料：毎月賃料等請求金額の合計 50％,要,-,空家,即時,0125509-0012028,一般媒介,2024/03/05,2024/03/20,https://www.homes.co.jp/chintai/room/b17aba32e944cf2c228edd2ffd446a8ca7c18993/
10.8万円,"9,000円",1ヶ月/1ヶ月,-/1ヶ月（退去時）,2000年8月(築24年),"1K ( 洋室 10帖
キッチン 3.5帖 )",南東,32.86㎡,楽器不可、事務所不可、ペット相談、即入居可、ガスコンロ設置済、コンロ一口、システムキッチン、専用バス、専用トイレ、バス・トイレ別、シャワー、オートロック、TVモニタ付インターホン、エアコン、公営水道、都市ガス、下水、洗濯機置場あり、エレベーター、住まい探し特典あり、オンライン内見対応可　オーナー様から、直接、ご依頼を受けた物件です。お電話頂けると、お話が早く進みます。Bフレッツ導入済　駐輪場相談可　更新料の他に、更新手数料(新賃料の0.55ヶ月分)要,RC(鉄筋コンクリート),-,-,-,2年間,新賃料の1ヶ月分,-,加入要保証会社：エポスカード保証会社利用料：　初回保証料として賃料等の50％・月次保証料として毎月　賃料等の1％,要,-,空家,即時,0127175-0083475,一般媒介★,2024/03/08,2024/03/21,https://www.homes.co.jp/chintai/room/d9e3d1c34ca16075bb00c0ec500ad05012fe483a/
