room_price,room_commonFee,room_initialFeeText,room_initialOtherFeeText,building_year,room_layoutText,room_facing,room_area,room_detailText,building_structure,room_parking,room_tatalRooms,room_contract,room_period,room_renewalFeeText,room_otherFeeText,room_guarantyText,room_insuranceText,room_manage,room_state,room_move-in,room_lifullID,room_trans,room_begin,room_update,room_url
13万円,"4,000円",1ヶ月/1ヶ月,-/-,1997年9月(築27年),"1LDK ( 洋室 9帖
リビングダイニングキッチン 8帖 )",-,37.48㎡,角部屋、二人入居可、ルームシェア可、バス・トイレ別、シャワー付洗面化粧台、洗面所独立、オートロック、防犯カメラ、エアコン、クローゼット、シューズボックス、光ファイバー、都市ガス、フローリング、バルコニー、室内洗濯機置場、全室フローリング、エレベーター、駐輪場あり、初期費用カード決済可、全室2面採光、住まい探し特典あり、オンライン相談可能・契約時もオンライン・郵送での非接触対応可能です。,RC(鉄筋コンクリート),無,-,-,2年間,新賃料の1ヶ月分,"駐輪場料金：1,500円",加入要保証会社：全保連保証会社利用料：：初回保証委託料　月額賃料の100％,要,-,空家,相談,0105441-0170272,仲介,2024/02/15,2024/03/20,https://www.homes.co.jp/chintai/room/533bca1bec29282d3ef9f9d207d47b43cd386a0b/
8万円,"12,000円",無/1ヶ月,-/-,2000年12月(築24年),1K ( 洋室 6.5帖 ),南西,23.1㎡,角部屋、家賃保証付き、保証人不要、ガスコンロ設置済、コンロ二口、システムキッチン、専用バス、専用トイレ、バス・トイレ別、温水洗浄便座、オートロック、防犯カメラ、TVモニタ付インターホン、エアコン、クローゼット、シューズボックス、CATV、光ファイバー、公営水道、都市ガス、下水、フローリング、バルコニー、室内洗濯機置場、エレベーター、ごみ出し24時間OK、宅配ボックス、駐輪場あり、初期費用カード決済可、分譲賃貸、住まい探し特典あり、サンテミリオン小石川後楽園は東京都文京区小石川3丁目に所在し、東京メトロ南北線の後楽園駅が利用できる賃貸物件です。2口ガスコンロ付きなので料理好きな方にもオススメとなっております。当店であれば初期費用をクレジットカードで決済可能です。（条件付）遠方の方やご来店が難しい方はリモートにてお部屋のご紹介や内見も可能です。違約金有：1年未満解約時賃料1ヶ月・半年未満2ヶ月,RC(鉄筋コンクリート),無,31戸,-,2年間,新賃料の1ヶ月分,"鍵交換費用：22,000円、室内清掃費用：66,000円",加入要保証会社利用料：初回月額総家賃の50％～　年間1万円　口座振替手数料330円,要,管理員：巡回,居住中,2024年04月 下旬,0144552-0010732,仲介,2024/03/08,2024/03/20,https://www.homes.co.jp/chintai/room/7954ae0cafde84069385fcdd9c454ac1f602bd11/
16万円,"12,000円",1ヶ月/2ヶ月,-/-,2010年7月(築14年),1LDK,-,40.52㎡,角部屋、二人入居可、ガスコンロ設置済、コンロ三口、システムキッチン、給湯、専用バス、専用トイレ、バス・トイレ別、追焚機能、シャワー、シャワー付洗面化粧台、温水洗浄便座、浴室乾燥機、洗面所独立、オートバス、オートロック、防犯カメラ、TVモニタ付インターホン、エアコン、床暖房、クローゼット、シューズボックス、CATV、CS対応、BS対応、光ファイバー、公営水道、都市ガス、下水、フローリング、出窓、バルコニー、室内洗濯機置場、照明器具付き、タイル貼り、エレベーター、ごみ出し24時間OK、宅配ボックス、耐震構造、駐輪場あり、初期費用カード決済可、デザイナーズ、分譲賃貸、住まい探し特典あり、３０分以内のご返信を心掛けて出来る限りお待たせすることなく、お客様にとってストレスフリーな手続き進行、ご提案を行わせていただきます。手続き開始後のケアもしっかりと行わせていただきます。都内全域のすべての物件をまとめてご紹介できます。複数検討する際の適切なアドバイスが可能なスタッフが対応させていただきますので、気になる事がございましたらなんでもお気軽にご相談下さいませ。,SRC(鉄骨鉄筋コンクリート),-,-,-,2年間,新賃料の1ヶ月分,"鍵交換費用：23,100円",加入要保証会社利用料：詳細はお問合せください,要,管理員：巡回,空家,2024年03月 下旬,0133711-0074319,仲介,2024/03/12,2024/03/18,https://www.homes.co.jp/chintai/room/bde95d7f02d19e2517d10ea183566943c8f3a0ea/
16万円,"10,000円",1ヶ月/2ヶ月,-/-,2010年7月(築14年),"1LDK ( リビングダイニング 9.7帖
キッチン 2.6帖
洋室 4.3帖 )",北東,40.52㎡,角部屋、ペット不可、即入居可、電気コンロ、コンロ三口、システムキッチン、専用バス、専用トイレ、シャワー、温水洗浄便座、浴室乾燥機、洗面所独立、オートロック、防犯カメラ、TVモニタ付インターホン、エアコン、床暖房、シューズボックス、CS対応、BS対応、公営水道、都市ガス、下水、フローリング、バルコニー、室内洗濯機置場、タイル貼り、エレベーター、宅配ボックス、分譲賃貸、住まい探し特典あり、月額(口座振替手数料　330円),SRC(鉄骨鉄筋コンクリート),無,39戸,-,2年間,新賃料の1ヶ月分,"鍵交換費：23,100円",-,要,-,-,即時,3701090-0317944,仲介,2024/03/14,2024/03/20,https://www.homes.co.jp/chintai/room/fe5e068616379a40b6495fd4f8d8d8ed9c666aaa/
7.4万円,"6,000円",1ヶ月/1ヶ月,-/1ヶ月（退去時）,1998年3月(築27年),"1K ( 洋室 6帖
キッチン 2帖 )",南東,20.55㎡,角部屋、保証人不要、ガスコンロ設置済、コンロ一口、システムキッチン、給湯、専用バス、専用トイレ、バス・トイレ別、シャワー、オートロック、防犯カメラ、TVモニタ付インターホン、エアコン、クローゼット、シューズボックス、CS対応、BS対応、光ファイバー、公営水道、都市ガス、下水、フローリング、バルコニー、室内洗濯機置場、タイル貼り、エレベーター、ごみ出し24時間OK、宅配ボックス、耐震構造、バイク置き場あり、駐輪場あり、初期費用カード決済可、分譲賃貸、住まい探し特典あり、初期費用のクレジットカード払いや各種分割払い可能です。諸条件ご相談ください。その他インターネット掲載物件は当店で併せてご紹介可能です。,SRC(鉄骨鉄筋コンクリート),駐輪場有、詳細はお問い合わせくた?さい。,53戸,-,2年間,新賃料の1ヶ月分,"鍵交換費用：17,600円、入居者サポート料：18,700円",加入要保証会社利用料：　お問合せください,要,管理員：巡回、管理形態：全部委託、管理組合：有、管理会社：株式会社菱和コミュニティー,居住中,相談,0137113-0024899,仲介,2024/03/16,2024/03/20,https://www.homes.co.jp/chintai/room/31e808978cbebded545ec267bfd166b0bd428576/
8.4万円,"9,000円",1ヶ月/2ヶ月,-/-,2001年12月(築23年),1K ( 洋室 7.6帖 ),北東,22.41㎡,家賃保証付き、保証人不要、ガスコンロ設置済、コンロ二口、システムキッチン、専用バス、専用トイレ、バス・トイレ別、温水洗浄便座、浴室乾燥機、オートロック、防犯カメラ、TVモニタ付インターホン、エアコン、クローゼット、シューズボックス、インターネット対応、公営水道、都市ガス、下水、フローリング、バルコニー、室内洗濯機置場、エレベーター、ごみ出し24時間OK、宅配ボックス、駐輪場あり、初期費用カード決済可、分譲賃貸、住まい探し特典あり、ガラ・シティ茗荷谷は東京都文京区大塚3丁目に所在し、東京メトロ丸ノ内線の茗荷谷駅が利用できる賃貸物件です。グリル付きのキッチンが備わってお料理の幅も広がります。当店であれば初期費用をクレジットカードで決済可能です。（条件付）遠方の方やご来店が難しい方はリモートにてお部屋のご紹介や内見も可能です。更新事務費用：13200円,RC(鉄筋コンクリート),無,-,-,2年間,新賃料の1ヶ月分,"鍵交換費用：23,100円",加入要保証会社利用料：初回：月額総賃料50％～,要,-,居住中,2024年04月 中旬,0146104-0012915,仲介,2024/03/15,2024/03/20,https://www.homes.co.jp/chintai/room/cb043623a88dac6de227fefc284e96d4a817deec/
8.5万円,"10,000円",無/無,1ヶ月/-,2001年12月(築23年),"1K ( 洋室 7.6帖(8階)
キッチン 2帖(8階) )",北東,23.08㎡,二人入居可、システムキッチン、給湯、専用トイレ、バス・トイレ別、シャワー、温水洗浄便座、浴室乾燥機、オートロック、防犯カメラ、TVモニタ付インターホン、エアコン、クローゼット、シューズボックス、CATV、光ファイバー、公営水道、都市ガス、下水、フローリング、バルコニー、室内洗濯機置場、照明器具付き、タイル貼り、エレベーター、ごみ出し24時間OK、宅配ボックス、駐輪場あり、初期費用カード決済可、分譲賃貸、・保証金⇒契約時償却・PIMサポートクラブ（2年間）⇒保険料16，000円（2年間）含む・法人契約⇒敷1・礼2に変更・更新料：新賃料の1ヵ月分・更新事務手数料：0．5ヵ月・短期解約違約金：1年未満で賃料1ヶ月分,RC(鉄筋コンクリート),-,38戸,-,2年間,新賃料の1ヶ月分,"仲介手数料：賃料1ヶ月分に対する110％、鍵交換費：27,500円、PIMサポートクラブ：23,000円、ルームクリーニング費：44,000円",加入要保証会社利用料：初回保証委託料は賃料等の30％～　2年目以降1年毎に10，000円,要,-,居住中,相談,0111387-0018180,専任媒介,2024/03/17,2024/03/20,https://www.homes.co.jp/chintai/room/f2cd5bfe67fd9e6813e0beef17a28dd02b4ecd24/
7.8万円,"9,000円",1ヶ月/1.5ヶ月,-/-,2001年12月(築23年),1K,-,23.08㎡,専用バス、専用トイレ、バス・トイレ別、シャワー、温水洗浄便座、浴室乾燥機、オートロック、防犯カメラ、TVモニタ付インターホン、エアコン、クローゼット、シューズボックス、都市ガス、バルコニー、室内洗濯機置場、照明器具付き、エレベーター、ごみ出し24時間OK、宅配ボックス、初期費用カード決済可、分譲賃貸,RC(鉄筋コンクリート),-,-,-,2年間,新賃料の1ヶ月分,"鍵交換代：23,100円、ルームクリーニング代：38,500円、エアコンクリーニング代：13,200円",加入要保証会社利用料：賃料等の50％　1年毎10000円,要,-,居住中,2024年04月 上旬,0113470-0143714,仲介,2024/03/08,2024/03/20,https://www.homes.co.jp/chintai/room/ba91aac47aad2db73fb77464e0a25d9c2e4d1de2/
15.4万円,"10,000円",1ヶ月/1ヶ月,-/-,2006年12月(築18年),"1DK ( ダイニング 5.8帖
キッチン 2.9帖
洋室 5.8帖 )",北東,36.14㎡,楽器相談可、事務所不可、二人入居可、ペット不可、保証人不要、ガスコンロ設置済、コンロ二口、システムキッチン、専用バス、専用トイレ、バス・トイレ別、追焚機能、シャワー、温水洗浄便座、浴室乾燥機、洗面所独立、オートバス、オートロック、防犯カメラ、TVモニタ付インターホン、エアコン、クローゼット、シューズボックス、CATV、CS対応、BS対応、光ファイバー、公営水道、都市ガス、下水、フローリング、バルコニー、室内洗濯機置場、照明器具付き、タイル貼り、エレベーター、ごみ出し24時間OK、宅配ボックス、耐震構造、分譲賃貸、住まい探し特典あり、口座振替事務手数料月額110円/保証会社利用可能　利用時初回保証料総賃料の50％より/楽器はアップライトピアノの限る/火災保険要加入,SRC(鉄骨鉄筋コンクリート),無,-,-,-,新賃料の1ヶ月分,"鍵交換費用：22,000円、室内清掃費用：46,200円",-,要,-,居住中,2024年05月 下旬,0147649-0090654,仲介,2024/03/17,2024/03/20,https://www.homes.co.jp/chintai/room/a882f7cc87286c866edaa4dec1af41b4fd62fb91/
8.5万円,"11,000円",無/1ヶ月,-/-,2001年8月(築23年),"1K ( 洋室 6帖
キッチン )",東,20.4㎡,角部屋、保証人不要、ガスコンロ設置済、コンロ二口、システムキッチン、専用バス、専用トイレ、バス・トイレ別、シャワー、浴室乾燥機、洗面所独立、オートロック、防犯カメラ、TVモニタ付インターホン、エアコン、クローゼット、シューズボックス、光ファイバー、都市ガス、フローリング、バルコニー、室内洗濯機置場、照明器具付き、エレベーター、住まい探し特典あり、保証会社:初回総賃料の50％。,RC(鉄筋コンクリート),無,-,-,-,新賃料の1ヶ月分,"鍵交換費用：27,500円、火災保険：22,000円、24時間緊急対応料金：16,500円",-,要,-,居住中,2024年05月 下旬,0147649-0091227,仲介,2024/03/20,2024/03/20,https://www.homes.co.jp/chintai/room/0036083cec8e175a10db1ac67e74fccceaa376ba/
7.5万円,"12,000円",無/1ヶ月,-/-,2003年11月(築21年),1K,南東,20.7㎡,角部屋、システムキッチン、バス・トイレ別、オートロック、防犯カメラ、TVモニタ付インターホン、エアコン、シューズボックス、都市ガス、フローリング、バルコニー、室内洗濯機置場、エレベーター、宅配ボックス、初期費用カード決済可、分譲賃貸、住まい探し特典あり、オンライン相談可能・契約時もオンライン・郵送での非接触対応可能です。,RC(鉄筋コンクリート),-,-,-,2年間,新賃料の1ヶ月分,"鍵交換費用：27,500円、室内清掃費用：60,000円、抗菌代（エアコン洗浄）：16,500円",-,要,-,居住中,2024年05月 下旬,0105441-0171716,仲介,2024/03/19,2024/03/20,https://www.homes.co.jp/chintai/room/813a23b4f99c632946cdb319dd5de88474430bf5/
7.2万円,"10,000円",1ヶ月/1ヶ月,-/1ヶ月（退去時）,2001年9月(築23年),1K,東,20.52㎡,角部屋、家賃保証付き、保証人不要、ガスコンロ設置済、コンロ一口、専用バス、専用トイレ、バス・トイレ別、追焚機能、温水洗浄便座、オートロック、防犯カメラ、エアコン、クローゼット、シューズボックス、BS対応、公営水道、下水、フローリング、出窓、バルコニー、エレベーター、ごみ出し24時間OK、宅配ボックス、駐輪場あり、初期費用カード決済可、分譲賃貸、OLIO白山は東京都文京区白山1丁目に所在し、都営三田線の白山駅が利用できる賃貸物件です。不在時でも荷物の受け取りが可能な宅配ボックス付き物件のご紹介です。当店であれば初期費用をクレジットカードで決済可能です。（条件付）遠方の方やご来店が難しい方はリモートにてお部屋のご紹介や内見も可能です。,SRC(鉄骨鉄筋コンクリート),無,-,-,2年間,新賃料の1ヶ月分,"鍵交換費用：33,000円、管理登録料（初回のみ）：16,500円",加入要保証会社利用料：詳細はお問い合わせください。,要,-,居住中,2024年06月 下旬,0144552-0010854,仲介,2024/03/18,2024/03/20,https://www.homes.co.jp/chintai/room/6b0ebfee9c247c2bd9962382d7420da46713aee4/
7.2万円,"4,000円",1ヶ月/1ヶ月,-/-,2001年10月(築23年),"1K ( キッチン 2帖
洋室 6.2帖 )",東,20.52㎡,角部屋、保証人不要、ガスコンロ設置済、コンロ一口、システムキッチン、給湯、専用バス、専用トイレ、バス・トイレ別、シャワー、温水洗浄便座、オートロック、エアコン、クローゼット、シューズボックス、BS対応、光ファイバー、公営水道、都市ガス、下水、フローリング、出窓、バルコニー、室内洗濯機置場、照明器具付き、全室フローリング、タイル貼り、エレベーター、宅配ボックス、駐輪場あり、分譲賃貸,SRC(鉄骨鉄筋コンクリート),-,45戸,-,2年間,新賃料の1ヶ月分,"鍵交換費用：33,000円、管理登録料：16,500円",加入要保証会社：その他保証会社利用料：初回50％,要,管理員：日勤,居住中,2024年06月 下旬,0147374-0029011,仲介,2024/03/19,2024/03/20,https://www.homes.co.jp/chintai/room/6a63f3dfb2ca0b266d84c486ab2975fb2ebad2a9/
