room_price,room_commonFee,room_initialFeeText,room_initialOtherFeeText,building_year,room_layoutText,room_facing,room_area,room_detailText,building_structure,room_parking,room_tatalRooms,room_contract,room_period,room_renewalFeeText,room_otherFeeText,room_guarantyText,room_insuranceText,room_manage,room_state,room_move-in,room_lifullID,room_trans,room_begin,room_update,room_url
13万円,"5,000円",1ヶ月/1ヶ月,-/-,1983年1月(築42年),"1LDK ( 洋室 6帖
リビングダイニングキッチン 12帖 )",南東,45㎡,角部屋、楽器不可、事務所可、二人入居可、単身者限定、ペット不可、保証人不要、ガスコンロ設置済、コンロ二口、システムキッチン、専用バス、専用トイレ、バス・トイレ別、シャワー、温水洗浄便座、洗面所独立、TVモニタ付インターホン、エアコン、全居室収納、クローゼット、シューズボックス、CATV、CS対応、BS対応、光ファイバー、公営水道、都市ガス、下水、フローリング、バルコニー、室内洗濯機置場、駐輪場あり、リフォーム物件、玄関先まで覗き穴を覗きに行かなくてもインターホン越しに誰が来たのかを確認できます。身だしなみを整えるのにもお使いいただける、独立した洗面所のある物件です。収納はクロゼット・シューズボックス・全居室収納など豊富なので、衣類や履き物の整理がしやすく便利です。専有面積が45平米ありますので、広さは心配なし。こちらのお部屋は角部屋です。周辺に2駅ありの電車通勤しやすいマンションです。,RC(鉄筋コンクリート),-,-,-,2年間,新賃料の1ヶ月分,"24サポート：16,500円",加入要保証会社：エポスカード保証会社利用料：　初回総賃料の50％月々1％更新,要,管理員：巡回、管理形態：自主管理,居住中,2024年03月 下旬,0138830-0004024,一般媒介,2024/02/12,2024/03/21,https://www.homes.co.jp/chintai/room/b014b63018055b470e00a56d908a9b62e6d1e6a4/
9万円,"5,000円",1ヶ月/1ヶ月,-/-,1980年11月(築44年),"1K ( キッチン 3帖
洋室 8.5帖 )",西,30㎡,角部屋、楽器不可、事務所可、二人入居可、ペット不可、保証人不要、給湯、専用バス、専用トイレ、バス・トイレ別、シャワー、エアコン、シューズボックス、CATV、公営水道、都市ガス、下水、フローリング、バルコニー、室内洗濯機置場、エレベーター、住まい探し特典あり、更新事務手数料16500円,RC(鉄筋コンクリート),-,-,-,2年間,新賃料の1ヶ月分,-,加入要保証会社利用料：　サポートＶ　初回：月額賃料合計の50％（最低保証料25，000円）1年更新時：10，000円　毎月集送金手数料：825円,要,-,居住中,2024年02月 中旬,0128814-0209325,一般媒介,2023/12/16,2024/03/21,https://www.homes.co.jp/chintai/room/b92094cbf8319b9cd64a158973a29d9e3141a784/
9万円,"5,000円",1ヶ月/1ヶ月,-/-,1980年1月(築45年),1DK ( 洋室 8.5帖 ),南,30㎡,角部屋、二人入居可、ペット可、家賃保証付き、保証人不要、ガスコンロ設置済、コンロ二口、専用バス、専用トイレ、バス・トイレ別、エアコン、クローゼット、インターネット対応、公営水道、都市ガス、下水、フローリング、バルコニー、室内洗濯機置場、南面バルコニー、エレベーター、初期費用カード決済可、住まい探し特典あり、TORYUお茶の水ビルは東京都文京区湯島2丁目に所在し、東京メトロ丸ノ内線の御茶ノ水駅が利用できる賃貸物件です。ガスコンロ可。室内洗濯機置つきになります。当店であれば初期費用をクレジットカードで決済可能です。（条件付）遠方の方やご来店が難しい方はリモートにてお部屋のご紹介や内見も可能です。違約金有：1年未満解約時総賃料1ヶ月,RC(鉄筋コンクリート),無,-,-,2年間,新賃料の1ヶ月分,"鍵交換費用：16,500円、事務手数料（初回のみ）：8,800円",加入要保証会社利用料：初回：月額総賃料80％～,要,-,空家,相談,0144552-0009618,仲介,2024/02/27,2024/03/20,https://www.homes.co.jp/chintai/room/dc04ff4209612e4646f7bd7635f9c145049f980f/
6.9万円,"3,000円",無/無,-/-,1989年4月(築35年),ワンルーム ( 洋室 7帖 ),南東,18.63㎡,事務所不可、二人入居不可、単身者限定、ペット不可、ルームシェア不可、給湯、専用バス、専用トイレ、シャワー、エアコン、CATV、光ファイバー、公営水道、都市ガス、下水、室内洗濯機置場、住まい探し特典あり、月額(町会費　100円),木造,無,10戸,-,2年間,新賃料の1ヶ月分,"室内クリーニング代：33,000円、鍵交換代：25,300円",加入要保証会社利用料：　エポスカード／初回保証料：賃料等の60％（最低保証料15000円）月次保証料：賃料等の1．5％,要,-,-,相談,3701129-0323059,仲介,2024/03/08,2024/03/20,https://www.homes.co.jp/chintai/room/77beb85c1db8ab037ae0eac590fb7639bd2597ad/
6.3万円,"3,000円",1ヶ月/1ヶ月,-/-,1989年4月(築35年),ワンルーム ( 洋室 7帖 ),南東,18.63㎡,単身者限定、給湯、専用バス、専用トイレ、シャワー、エアコン、CATV、光ファイバー、都市ガス、室内洗濯機置場、タイル貼り、初期費用カード決済可,木造,-,10戸,-,2年間,新賃料の1ヶ月分,"鍵交換代：25,300円、退室料：33,000円、町会費：100円",加入要保証会社利用料：エポスカード/初回保証料：賃料等の60％（最低保証料15000円）月次保証料：賃料等の1．5％,要,-,居住中,相談,0113470-0144134,仲介,2024/03/13,2024/03/20,https://www.homes.co.jp/chintai/room/6cd55a38e23098066743794217a401bcf1250509/
27.8万円,"20,000円",1ヶ月/無,-/-,2022年12月(築2年),"2LDK ( リビングダイニングキッチン 11.7帖(14階)
洋室 6帖(14階)
洋室 4.5帖(14階) )",南,52.87㎡,角部屋、ペット相談、システムキッチン、バス・トイレ別、追焚機能、シャワー付洗面化粧台、温水洗浄便座、浴室乾燥機、洗面所独立、オートロック、防犯カメラ、TVモニタ付インターホン、エアコン、ウォークインクローゼット、全居室収納、シューズボックス、CATV、CS対応、BS対応、インターネット使用料無料、都市ガス、下水、フローリング、バルコニー、室内洗濯機置場、南面バルコニー、エレベーター、ごみ出し24時間OK、宅配ボックス、バイク置き場あり、駐輪場あり、初期費用カード決済可、住まい探し特典あり、退去時清掃費：104940円・エアコン清掃費用：92400円/汐見小学校学区域/東京の高級賃貸や高級不動産の仲介・管理・売買をお探しの方は、高級物件専門のプライムコーポレーションへお気軽にご相談下さい。分譲賃貸マンション、戸建、テラスハウス、タワーマンション、デザイナーズ物件などの豊富なファミリー物件情報を取り揃えております。海外転勤・国内転勤・条件交渉等お任せ下さい。,RC(鉄筋コンクリート),-,44戸,-,2年間,新賃料の1ヶ月分,"鍵交換費用：33,000円",加入要保証会社利用料：保証料：賃料等の50％（最低2万）、月額手数料：賃料等の1％（更新料無）,要,-,空家,相談,0140446-0032653,仲介,2024/02/20,2024/03/20,https://www.homes.co.jp/chintai/room/d398524a9df7b96eb81cb78977b3fcf5c178d15b/
27.3万円,"15,000円",1ヶ月/1ヶ月,-/-,2023年2月(築2年),"2LDK ( リビングダイニングキッチン 11.7帖
洋室 6帖
洋室 4.5帖 )",南,52.87㎡,角部屋、二人入居可、ペット可、ガスコンロ設置済、コンロ三口、システムキッチン、カウンターキッチン、食器洗い乾燥機、給湯、専用バス、専用トイレ、バス・トイレ別、追焚機能、シャワー、シャワー付洗面化粧台、温水洗浄便座、浴室乾燥機、洗面所独立、浴室暖房、オートバス、オートロック、防犯カメラ、TVモニタ付インターホン、エアコン、全居室収納、クローゼット、シューズボックス、CATV、CS対応、BS対応、光ファイバー、インターネット使用料無料、公営水道、都市ガス、下水、フローリング、バルコニー、室内洗濯機置場、南面バルコニー、全室フローリング、タイル貼り、エレベーター、ごみ出し24時間OK、宅配ボックス、耐震構造、駐輪場あり、住まい探し特典あり,RC(鉄筋コンクリート),"近隣 38,000円(税込) 物件からの距離500m",-,-,2年間,-,-,加入要保証会社利用料：初回保証料：総賃料×50％,要,管理員：日勤,居住中,2024年04月 下旬,0140144-0003965,仲介,2024/03/14,2024/03/14,https://www.homes.co.jp/chintai/room/45f54cc5c4395570a5e24afd89e2d65f32ad9625/
27.3万円,"15,000円",1ヶ月/1ヶ月,-/-,2023年1月(築2年),"1SLDK ( リビングダイニングキッチン 11.7帖
洋室 6帖
収納 4.5帖 )",南,52.87㎡,角部屋、ペット相談、保証人不要、ガスコンロ設置済、コンロ三口、システムキッチン、食器洗い乾燥機、浄水器・活水器、専用バス、専用トイレ、バス・トイレ別、追焚機能、温水洗浄便座、浴室乾燥機、洗面所独立、オートバス、オートロック、防犯カメラ、TVモニタ付インターホン、ディンプルキー、エアコン、ウォークインクローゼット、クローゼット、シューズボックス、CATV、BS対応、インターネット使用料無料、公営水道、都市ガス、下水、フローリング、バルコニー、室内洗濯機置場、南面バルコニー、エレベーター、ごみ出し24時間OK、宅配ボックス、バイク置き場あり、駐輪場あり、初期費用カード決済可、住まい探し特典あり、当物件は■仲介手数料【0円】でご紹介いたします■「高級賃貸」に精通した専門スタッフがご対応いたします■現地、又は最寄り駅「お待合わせ」にてご案内いたします■初期費用（全額、又は一部）の分割払いを、喜んでお受けいたします（クレジットカード、入居ローン、など）■ペット飼育時、敷金積み増し1ヶ月/町内会費 月額300円/室内清掃費用借主負担（退去時）/短期解約時、違約金が発生する場合がございます,RC(鉄筋コンクリート),空無,44戸,-,2年間,新賃料の1ヶ月分,"鍵交換費用：33,000円",加入要保証会社：貸主指定会社保証会社利用料：月額賃料等の50％（初回保証料）と月額賃料等の1％/月（更新料無）,要,管理員：巡回,居住中,2024年04月 下旬,0139204-0045803,仲介,2024/03/14,2024/03/16,https://www.homes.co.jp/chintai/room/2f02286d86e293be082b8b76650a2affc75c2a95/
6.2万円,"3,000円",1ヶ月/1ヶ月,-/-,1986年10月(築38年),ワンルーム ( 洋室 7.5帖(1階) ),東,16.33㎡,ペット不可、保証人不要、即入居可、給湯、専用バス、専用トイレ、シャワー、浴室乾燥機、エアコン、クローゼット、シューズボックス、光ファイバー、公営水道、都市ガス、下水、フローリング、室内洗濯機置場、家賃・初期費用カード決済可、来店不要のオンライン接客、内見、契約サービスも利用できます♪,木造,空無,-,-,2年間,新賃料の1ヶ月分,-,加入要保証会社：いえらぶ安心保証保証会社利用料：初回保証料：50％ 保証更新料：1年毎10000円　審査状況によって初回保証料異なります。,要,-,空家,即時,0123510-0000700,一般媒介★,2023/12/15,2024/03/21,https://www.homes.co.jp/chintai/room/6d2c8f7ed480c83cb6ee1507338f2781ad986b10/
6万円,-,1ヶ月/1ヶ月,-/-,1989年6月(築35年),1K ( 和室 6畳 ),-,21㎡,ペット不可、給湯、専用バス、専用トイレ、バス・トイレ別、シャワー、エアコン、公営水道、都市ガス、下水、フローリング、照明器具付き、住まい探し特典あり、お車でご案内します。お気軽にお問い合わせください。,木造,-,-,-,2年間,-,-,加入要保証会社利用料：　　初回：月額賃料合計の50％（最低保証料25，000円）1年更新時：10，000円　毎月集送金手数料：825円,要,-,居住中,2024年05月 上旬,0132267-0177308,一般媒介,2024/03/15,2024/03/21,https://www.homes.co.jp/chintai/room/86700cc552b4cdd92d0c833483506ad634be5a94/
6.5万円,"5,000円",無/無,-/-,1989年2月(築36年),ワンルーム ( 洋室 7帖 ),西,19.47㎡,角部屋、保証人不要、IHコンロ、コンロ一口、給湯、専用バス、専用トイレ、シャワー、浴室乾燥機、浴室暖房、TVモニタ付インターホン、エアコン、クローゼット、シューズボックス、光ファイバー、公営水道、都市ガス、下水、室内洗濯機置場、照明器具付き、家賃・初期費用カード決済可、住まい探し特典あり、当物件は初期費用分割払い可（クレジットカード決済も可）/お客様のご希望に合わせた方法（店頭、オンライン等）で物件をご提案いたします。初期費用のお見積りや入居希望日のご相談もお気軽にお問い合わせください/24時間サポート 2年毎16500円/敷地内禁煙/短期解約違約金有（1年未満の解約は賃料の1ヶ月分）,鉄骨造,"近隣 38,000円(税込) 物件からの距離110m",-,-,2年間,-,"鍵交換費用：18,700円、室内清掃費用：38,500円、エアコン清掃費用：14,300円",加入要保証会社：エポスカード保証会社利用料：月額賃料等の50％（初回保証料）、月額賃料等の1％/月,要,-,居住中,2024年05月 上旬,0150983-0008006,仲介,2024/03/12,2024/03/19,https://www.homes.co.jp/chintai/room/a8f7fd2c7760504eb6af54d3a34a0cae1be7b4ce/
6.5万円,"5,000円",無/無,-/-,1989年2月(築36年),1K ( 洋 6.0畳 ),西,19.47㎡,保証人不要、IHコンロ、コンロ一口、給湯、シャワー、シャワー付洗面化粧台、浴室乾燥機、TVモニタ付インターホン、エアコン、クローゼット、シューズボックス、光ファイバー、都市ガス、フローリング、室内洗濯機置場、照明器具付き、住まい探し特典あり、エアコンクリーニング費:14300円 こちらの物件は、来店不要対応物件です。チャットでの相談や、オンラインでの内見に対応しています。また、IT重説を取り入れておりますので、契約までも全て来店不要で完結出来ます。詳細はお問い合わせください。,鉄骨造,無,10戸,-,2年間,新賃料の1ヶ月分,"鍵交換費用：18,700円、入居時鍵交換代：18,700円、24時間サポート：16,500円、ルームクリーニング費：38,500円",加入要保証会社：その他保証会社利用料：賃料と管理費の50％,要,-,居住中,2024年05月 上旬,0105441-0170189,仲介,2024/02/13,2024/03/20,https://www.homes.co.jp/chintai/room/c1c170478b598d8e9f96038ddf76e7b7401d3565/
6.4万円,"5,000円",1ヶ月/1ヶ月,-/1ヶ月（退去時）,1986年9月(築38年),ワンルーム ( 洋室 7.8帖 ),北東,18.95㎡,保証人不要、ガスコンロ設置済、コンロ二口、システムキッチン、カウンターキッチン、給湯、専用バス、専用トイレ、シャワー、オートロック、エアコン、シューズボックス、光ファイバー、公営水道、下水、バルコニー、室内洗濯機置場、エレベーター、初期費用カード決済可、分譲賃貸、住まい探し特典あり、当物件は初期費用分割払い可（クレジットカード決済も可）/お客様のご希望に合わせた方法（店頭、オンライン等）で物件をご提案いたします。初期費用のお見積りや入居希望日のご相談もお気軽にお問い合わせください/室内清掃費用借主負担（退去時）/入居者サポート料 2年毎18700円/口座振替手数料 月額440円,RC(鉄筋コンクリート),"近隣 35,200円(税込) 物件からの距離98m",-,-,2年間,-,"鍵交換費用：25,300円",加入要保証会社：ビーンズトラスト保証会社利用料：月額賃料等の50％（初回保証料）、2年目以降は1.5万円/年,要,-,居住中,2024年04月 中旬,0121804-0080167,仲介,2024/03/08,2024/03/20,https://www.homes.co.jp/chintai/room/a517951f4aca784b67a8cd40ac8a9575eade0e3f/
12.5万円,-,1ヶ月/1ヶ月,-/-,1981年9月(築43年),"2LDK ( 洋室 6帖
洋室 4.5帖
リビングダイニングキッチン 10帖 )",北,40㎡,角部屋、二人入居可、保証人不要、給湯、専用バス、専用トイレ、シャワー、エアコン、シューズボックス、CS対応、BS対応、光ファイバー、公営水道、都市ガス、下水、フローリング、バルコニー、照明器具付き、エレベーター、住まい探し特典あり、契約金のお見積もりや室内写真のご希望など、ご質問・ご要望はお気軽にお問い合わせください。【初期費用の分割・クレジットカード決済可能です】　退去時クリーニング費用実費精算。,RC(鉄筋コンクリート),-,-,-,2年間,新賃料の1.5ヶ月分,"鍵交換費用：20,000円",加入要保証会社利用料：　初回保証料：総賃料50％　2年目以降利用料：10000円／年,要,-,空家,2024年03月 中旬,0150824-0009445,仲介,2024/03/15,2024/03/18,https://www.homes.co.jp/chintai/room/e79db5dbc2fc5a6c1dbfd7238c911ad63dbaf27b/
12.5万円,-,1ヶ月/1ヶ月,-/-,1981年4月(築43年),"2LDK ( 洋室 6帖
洋室 4.5帖
リビングダイニングキッチン 10帖 )",北,39.52㎡,角部屋、二人入居可、ルームシェア可、家賃保証付き、保証人不要、ガスコンロ設置済、コンロ二口、専用バス、専用トイレ、エアコン、全居室収納、クローゼット、シューズボックス、インターネット対応、公営水道、都市ガス、下水、フローリング、バルコニー、洗濯機置場あり、エレベーター、初期費用カード決済可、住まい探し特典あり、ニューアート本郷は東京都文京区本郷1丁目に所在し、都営三田線の春日駅が利用できる賃貸物件です。振分タイプで、ファミリーの方にも住みやすいお部屋となっております。当店であれば初期費用をクレジットカードで決済可能です。（条件付）遠方の方やご来店が難しい方はリモートにてお部屋のご紹介や内見も可能です。,RC(鉄筋コンクリート),無,-,-,2年間,新賃料の1ヶ月分,"鍵交換費用：22,000円、賃料引き落とし手数料（月額）：440円",加入要保証会社：エポスカード保証会社利用料：詳細はお問い合わせください,要,-,居住中,相談,0144552-0010459,仲介,2024/02/16,2024/03/20,https://www.homes.co.jp/chintai/room/0988e1c123e9a61327db3f4a4a5d6d9fa150adb8/
5.9万円,"6,000円",1ヶ月/無,-/-,1984年2月(築41年),ワンルーム ( 洋室 5帖 ),-,14.64㎡,角部屋、ガスコンロ設置済、専用バス、専用トイレ、エアコン、光ファイバー、インターネット使用料無料、公営水道、都市ガス、下水、フローリング、室内洗濯機置場、駐輪場あり、初期費用カード決済可、住まい探し特典あり、「シャルム小日向」のここがイチオシ。こちらの物件はインターネットをご利用いただけます。共用設備の充実している、楽しく生活できるマンションです。角部屋は他の住戸との接地面が少ないため、生活音が伝わりずらくなります。利便性の高い暮らしをするなら文京区でいかがでしょうか。賃貸住宅情報をお探しの際には、ぜひお気軽に当社までご連絡下さい。しっかりとサポート致します。,鉄骨造,無,-,定期借家,2年間,新賃料の1ヶ月分,"鍵交換費用：24,200円",加入要保証会社利用料：　初回保証料：総賃料50％　月額保証料：総賃料1％（Ｃａｓａの場合は総賃料1．2％）,要,-,居住中,2024年04月 中旬,0137113-0024888,仲介,2024/03/15,2024/03/20,https://www.homes.co.jp/chintai/room/38e3da22e9df34c21e528b8bdcd4954952530685/
