room_price,room_commonFee,room_initialFeeText,room_initialOtherFeeText,building_year,room_layoutText,room_facing,room_area,room_detailText,building_structure,room_parking,room_tatalRooms,room_contract,room_period,room_renewalFeeText,room_otherFeeText,room_guarantyText,room_insuranceText,room_manage,room_state,room_move-in,room_lifullID,room_trans,room_begin,room_update,room_url
9.7万円,"6,000円",1ヶ月/1ヶ月,-/-,2018年3月(築7年),"1K ( キッチン 2.4帖
洋室 8.4帖 )",南東,30.42㎡,角部屋、楽器不可、ペット不可、保証人不要、ガスコンロ設置済、コンロ二口、給湯、専用バス、専用トイレ、バス・トイレ別、シャワー付洗面化粧台、温水洗浄便座、浴室乾燥機、浴室暖房、オートロック、防犯カメラ、TVモニタ付インターホン、エアコン、ウォークインクローゼット、BS対応、インターネット使用料無料、都市ガス、フローリング、バルコニー、室内洗濯機置場、室内洗濯物干し、複層ガラス・複層サッシ、エレベーター、宅配ボックス、駐輪場あり、初期費用カード決済可、施工会社：積水ハウス株式会社シャーメゾンライフＳＵＰＰＯＲＴ24（月額880円税込）へ別途加入要／諸費用及び、契約に要する費用は別途打合せ／※家具や車等は配置のイメージで賃貸物件に付属しておりません（家具家電付等の表示があるものを除く）。,鉄骨造,無,12戸,-,24ヶ月間,新賃料の1ヶ月分,"仲介手数料：106,700円、鍵交換費用：12,100円、室内清掃費用：48,950円、シャーメゾンライフＳＵＰＰＯＲＴ24月額：880円",加入要保証会社：積水ハウス不動産パートナーズ保証会社利用料：【個人契約】初回契約事務手数料：33，000円（税込）、月額保証料：賃料等の2％,要,-,居住中,2024年04月 下旬,3703441-0002508,一般媒介★,2024/03/20,2024/03/20,https://www.homes.co.jp/chintai/room/547f2842326b697ba0d742eda4fffb7a35775b6d/
9.4万円,"8,000円",1ヶ月/1ヶ月,-/-,2018年6月(築6年),1K ( 洋室 7.6帖 ),西,25.31㎡,角部屋、楽器不可、二人入居不可、ペット不可、ルームシェア不可、保証人不要、即入居可、ガスコンロ設置済、コンロ二口、システムキッチン、給湯、専用バス、専用トイレ、バス・トイレ別、温水洗浄便座、浴室乾燥機、洗面所独立、オートロック、防犯カメラ、TVモニタ付インターホン、エアコン、全居室収納、クローゼット、シューズボックス、インターネット対応、公営水道、都市ガス、下水、フローリング、バルコニー、室内洗濯機置場、照明器具付き、タイル貼り、エレベーター、ごみ出し24時間OK、宅配ボックス、耐震構造、駐輪場あり、初期費用カード決済可、分譲賃貸、住まい探し特典あり、お問い合わせは上野駅徒歩1分のアップスタイル上野駅前店まで☆水曜日も元気に営業☆初めての一人暮らしから法人契約まで幅広くご対応致します♪初期費用分割・クレジット決済可能！仲介手数料（賃料の1.1ヶ月分）から50％OFF(CPIDAA),RC(鉄筋コンクリート),-,-,-,-,新賃料の1ヶ月分,"仲介手数料：51,700円、鍵交換費用：26,400円、24時間安心サポート：16,500円",加入要保証会社利用料：　月額総賃料の40％要。,要,管理員：巡回,空家,即時,0111440-0143901,仲介,2024/03/14,2024/03/16,https://www.homes.co.jp/chintai/room/d5b24a81c0f6922653fa23338a1f54b21c790192/
8.3万円,"8,000円",無/無,-/-,2018年5月(築6年),ワンルーム ( 洋室 8.3帖 ),-,20.16㎡,角部屋、IHコンロ、コンロ一口、システムキッチン、給湯、専用バス、専用トイレ、バス・トイレ別、シャワー、シャワー付洗面化粧台、温水洗浄便座、洗面所独立、オートロック、防犯カメラ、TVモニタ付インターホン、エアコン、シューズボックス、インターネット対応、インターネット使用料無料、公営水道、都市ガス、下水、フローリング、室内洗濯機置場、照明器具付き、宅配ボックス、駐輪場あり、収納はシューズボックス・玄関収納など豊富なので、広々と空間を利用することも可能です。独立洗面台なので床が水で濡れたり鏡が曇ったりしにくく、清潔な状態を保ちやすくなっております。留守中に注文した商品が届くので、配送時間を気にせず注文ができる宅配ボックスを共用部に備えております。セキュリティ面は、オートロック・TVインターホンなど充実しているので、防犯対策もばっちりです。駐輪場付きの物件です。,RC(鉄筋コンクリート),-,-,-,2年間,新賃料の1ヶ月分,-,加入要保証会社利用料：詳細はお問い合わせください。,要,-,居住中,2024年03月 下旬,0146306-0002080,仲介,2024/03/01,2024/03/20,https://www.homes.co.jp/chintai/room/7000e3c180c13f22ea2a1e4950b9fdf5ee012176/
8.3万円,"6,000円",無/無,-/-,2018年5月(築6年),ワンルーム ( 洋室 8.3帖 ),西,20.16㎡,ペット不可、保証人不要、即入居可、IHコンロ、給湯、専用バス、バス・トイレ別、シャワー、シャワー付洗面化粧台、洗面所独立、オートロック、防犯カメラ、TVモニタ付インターホン、エアコン、シューズボックス、インターネット対応、インターネット使用料無料、都市ガス、フローリング、バルコニー、24時間換気システム、全室フローリング、タイル貼り、ごみ出し24時間OK、全室2面採光、住まい探し特典あり、オンライン相談可能・契約時もオンライン・郵送での非接触対応可能です。,RC(鉄筋コンクリート),無,-,-,2年間,新賃料の1ヶ月分,"鍵交換費用：26,500円、メンテナンス費用：89,000円",加入要保証会社：その他保証会社利用料：40%／総賃料の40%～,要,管理員：巡回,空家,即時,0105441-0170934,仲介,2024/03/01,2024/03/20,https://www.homes.co.jp/chintai/room/a1ec7d068bee7068db1e66f9b0e88400a1678819/
13.1万円,"15,000円",1ヶ月/無,-/-,2022年3月(築3年),1DK,西,25㎡,二人入居可、ペット可、フリーレント1ヶ月、ガスコンロ設置済、コンロ二口、システムキッチン、給湯、専用バス、専用トイレ、バス・トイレ別、追焚機能、シャワー、温水洗浄便座、浴室乾燥機、洗面所独立、オートバス、オートロック、防犯カメラ、TVモニタ付インターホン、エアコン、床暖房、ウォークインクローゼット、クローゼット、シューズボックス、CATV、CS対応、BS対応、光ファイバー、公営水道、都市ガス、下水、フローリング、バルコニー、室内洗濯機置場、照明器具付き、タイル貼り、エレベーター、ごみ出し24時間OK、宅配ボックス、耐震構造、駐輪場あり、住まい探し特典あり、３０分以内のご返信を心掛けて出来る限りお待たせすることなく、お客様にとってストレスフリーな手続き進行、ご提案を行わせていただきます。手続き開始後のケアもしっかりと行わせていただきます。都弊社はサービス向上の一環として30分以内のご返信を心掛けております。改善点などお気軽にご相談下さい。,RC(鉄筋コンクリート),-,-,-,2年間,-,口座振替事務手数料（毎月：110円,加入要保証会社利用料：詳細はお問合せください,要,管理員：日勤,空家,2024年05月 上旬,0133711-0074162,仲介,2024/03/09,2024/03/18,https://www.homes.co.jp/chintai/room/d056e807e4a3edec273dc51974cbedfaeb46a58c/
13.1万円,"15,000円",1ヶ月/無,-/-,2022年3月(築3年),"1K ( ダイニングキッチン 7.3帖
洋室 2.2帖 )",西,25㎡,ペット相談、ガスコンロ設置済、コンロ二口、システムキッチン、給湯、専用バス、専用トイレ、バス・トイレ別、追焚機能、シャワー、温水洗浄便座、浴室乾燥機、TV付浴室、オートロック、TVモニタ付インターホン、エアコン、床暖房、ウォークインクローゼット、クローゼット、シューズボックス、CATV、CS対応、BS対応、光ファイバー、インターネット使用料無料、公営水道、都市ガス、下水、バルコニー、室内洗濯機置場、エレベーター、宅配ボックス、駐輪場あり、住まい探し特典あり、口座振替事務手数料110円(月額)　セキュリティ面は、TVインターホン・オートロックなど充実しているので、防犯対策もばっちりです。荷物が受け取れないときに一時的に保管できる宅配ボックスは、一人暮らしの方や在宅勤務の方向きの設備です。室内設備は浴室乾燥機・洗面化粧台などが揃っているので、快適に過ごしやすいお部屋になります。収納はウォークインクロゼット・シューズボックスなどが備え付けられているので、衣類や日,RC(鉄筋コンクリート),-,-,-,2年間,-,"鍵交換費用：22,000円、室内清掃費用：41,800円",加入要保証会社利用料：　初回保証委託料（最低15，000円）：月額賃料等の50％、2年目以降：10，000円／年,要,-,居住中,2024年05月 上旬,0121222-0186112,仲介,2024/03/10,2024/03/20,https://www.homes.co.jp/chintai/room/5786392fd8a941ddb235fa55d88cff97f78b8830/
21.3万円,"20,000円",1ヶ月/無,-/-,2022年3月(築3年),"2LDK ( リビングダイニングキッチン 10帖
洋室 4.3帖
洋室 3帖 )",東,40.07㎡,二人入居可、ペット可、家賃保証付き、保証人不要、即入居可、ガスコンロ設置済、コンロ三口、システムキッチン、専用バス、専用トイレ、バス・トイレ別、追焚機能、温水洗浄便座、浴室乾燥機、洗面所独立、オートバス、オートロック、TVモニタ付インターホン、エアコン、床暖房、クローゼット、シューズボックス、CATV、CS対応、BS対応、光ファイバー、インターネット使用料無料、公営水道、都市ガス、下水、フローリング、バルコニー、室内洗濯機置場、エレベーター、ごみ出し24時間OK、宅配ボックス、バイク置き場あり、駐輪場あり、初期費用カード決済可、住まい探し特典あり、アーバネックス小石川春日は東京都文京区春日1丁目に所在し、東京メトロ南北線の後楽園駅が利用できる賃貸物件です。ペット飼育が相談可能！二人入居にもお勧めな2LDKタイプのお部屋です！当店であれば初期費用をクレジットカードで決済可能です。（条件付）遠方の方やご来店が難しい方はリモートにてお部屋のご紹介や内見も可能です。違約金有：1年未満解約時、賃料1ヶ月分,RC(鉄筋コンクリート),空無 空き状況についてはご確認ください。,-,-,2年間,新賃料の1ヶ月分,"鍵交換費用：22,000円、口座振替事務手数料（月額）：110円",加入要保証会社利用料：初回保証料：月額賃料等の50％～2年目以降：10000円/年,要,管理員：日勤,空家,即時,0138199-0019849,仲介,2024/03/14,2024/03/20,https://www.homes.co.jp/chintai/room/39852047593eba81ddb125c827e1a05713b7c090/
13.3万円,"10,000円",1ヶ月/無,-/-,2021年9月(築3年),1DK,南,25.48㎡,家賃保証付き、保証人不要、ガスコンロ設置済、コンロ二口、システムキッチン、専用バス、専用トイレ、バス・トイレ別、追焚機能、温水洗浄便座、浴室乾燥機、洗面所独立、オートバス、オートロック、防犯カメラ、TVモニタ付インターホン、エアコン、ウォークインクローゼット、クローゼット、シューズボックス、光ファイバー、インターネット使用料無料、公営水道、都市ガス、下水、フローリング、バルコニー、室内洗濯機置場、南面バルコニー、エレベーター、ごみ出し24時間OK、宅配ボックス、バイク置き場あり、駐輪場あり、初期費用カード決済可、住まい探し特典あり、デュオフラッツ飯田橋WESTは東京都文京区水道1丁目に所在し、ＪＲ総武線の飯田橋駅が利用できる賃貸物件です。当店であれば初期費用をクレジットカードで決済可能です。（条件付）遠方の方やご来店が難しい方はリモートにてお部屋のご紹介や内見も可能です。退去時クリーニング費用は借主負担となります。違約金有：短期解約違約金有,RC(鉄筋コンクリート),無,-,-,2年間,新賃料の1ヶ月分,"鍵交換費用：11,000円",加入要保証会社利用料：初回：月額総家賃の50％～、以降：1万円／年,要,-,居住中,2024年04月 上旬,0138199-0019785,仲介,2024/03/11,2024/03/20,https://www.homes.co.jp/chintai/room/6f8a2888885df4d2765690c7f96b2d935ee13095/
10.15万円,"15,000円",1ヶ月/1ヶ月,-/1ヶ月（退去時）,2016年9月(築8年),1K,西,25.11㎡,角部屋、二人入居可、ペット可、家賃保証付き、保証人不要、ガスコンロ設置済、コンロ二口、システムキッチン、専用バス、専用トイレ、バス・トイレ別、温水洗浄便座、浴室乾燥機、洗面所独立、オートロック、防犯カメラ、TVモニタ付インターホン、エアコン、クローゼット、シューズボックス、CS対応、BS対応、光ファイバー、公営水道、プロパンガス、下水、フローリング、バルコニー、室内洗濯機置場、エレベーター、ごみ出し24時間OK、宅配ボックス、バイク置き場あり、駐輪場あり、初期費用カード決済可、デザイナーズ、分譲賃貸、住まい探し特典あり、ハーモニーレジデンス神楽坂は東京都文京区水道2丁目に所在し、東京メトロ有楽町線の江戸川橋駅が利用できる賃貸物件です。セキュリティもしっかりしており、安心して過ごせます。当店であれば初期費用をクレジットカードで決済可能です。（条件付）遠方の方やご来店が難しい方はリモートにてお部屋のご紹介や内見も可能です。更新事務費用2.2万円違約金有：1年未満解約時1ヶ月,RC(鉄筋コンクリート),無,-,-,2年間,新賃料の1.5ヶ月分,"鍵交換費用：22,000円、事務手数料（初回のみ）：11,000円",加入要保証会社利用料：ご確認ください,要,管理員：巡回,居住中,2024年05月 中旬,0138199-0019919,仲介,2024/03/18,2024/03/20,https://www.homes.co.jp/chintai/room/983339f0f94382d9daf1927f78bb4a95ead13272/
11.9万円,"9,000円",無/無,-/-,2021年9月(築3年),1K ( 洋室 7.5帖 ),南西,25.95㎡,角部屋、二人入居可、ペット相談、ガスコンロ設置済、コンロ二口、システムキッチン、給湯、専用バス、専用トイレ、バス・トイレ別、追焚機能、シャワー、温水洗浄便座、浴室乾燥機、洗面所独立、オートロック、TVモニタ付インターホン、エアコン、ウォークインクローゼット、クローゼット、シューズボックス、CATV、CS対応、BS対応、インターネット使用料無料、公営水道、都市ガス、下水、フローリング、バルコニー、室内洗濯機置場、タイル貼り、エレベーター、宅配ボックス、バイク置き場あり、デザイナーズ、住まい探し特典あり、お車でご案内いたします。お気軽にお問い合わせください。　1年未満の解約の場合、総賃料1ヶ月分の短期解約違約金あり。,RC(鉄筋コンクリート),-,32戸,-,2年間,新賃料の1ヶ月分,"鍵交換費用：22,000円",加入要保証会社利用料：　初回賃料総額の30％、,要,-,居住中,2024年04月,0118714-0158633,仲介,2024/02/12,2024/03/20,https://www.homes.co.jp/chintai/room/4ce0781eb6f11b2aef9a40e2e75774e9bb89c918/
11.45万円,"9,000円",無/無,-/-,2021年9月(築3年),1K ( 洋室 7.5帖 ),南西,25.95㎡,角部屋、二人入居可、ペット可、フリーレント1ヶ月（賃料のみ）、家賃保証付き、保証人不要、ガスコンロ設置済、コンロ二口、システムキッチン、専用バス、専用トイレ、バス・トイレ別、シャワー付洗面化粧台、温水洗浄便座、浴室乾燥機、洗面所独立、オートロック、TVモニタ付インターホン、エアコン、ウォークインクローゼット、クローゼット、シューズボックス、CATV、CS対応、BS対応、インターネット対応、インターネット使用料無料、公営水道、都市ガス、下水、フローリング、バルコニー、室内洗濯機置場、エレベーター、宅配ボックス、駐車場あり、バイク置き場あり、駐輪場あり、初期費用カード決済可、住まい探し特典あり、文京本駒込レジデンスは東京都文京区本駒込3丁目に所在し、東京メトロ南北線の本駒込駅が利用できる賃貸物件です。モニター付きオートロック完備で一人暮らしでも安心ですね。当店であれば初期費用をクレジットカードで決済可能です。（条件付）遠方の方やご来店が難しい方はリモートにてお部屋のご紹介や内見も可能です。,RC(鉄筋コンクリート),"空有 33,000円(税込) 空き要確認詳細はスタッフまでお問い合わせください。",-,-,2年間,新賃料の1ヶ月分,"鍵交換費用：22,000円",加入要保証会社利用料：セゾン：初回保証委託料：30％GTN：初回保証料100％その他詳細はスタッフまでお問い合わせください。,要,-,居住中,2024年05月 下旬,0140535-0022617,仲介,2024/03/05,2024/03/20,https://www.homes.co.jp/chintai/room/63249c34cb306562be060593af5de19d03e52c0d/
10.2万円,"3,000円",1ヶ月/1ヶ月,-/-,2016年10月(築8年),"1DK ( ダイニングキッチン 7.3帖
洋室 4.3帖 )",南西,29.15㎡,角部屋、楽器不可、事務所不可、二人入居不可、単身者限定、ルームシェア不可、IHコンロ、コンロ二口、システムキッチン、専用バス、専用トイレ、バス・トイレ別、追焚機能、シャワー、浴室乾燥機、洗面所独立、オートバス、オートロック、TVモニタ付インターホン、エアコン、クローゼット、CS対応、BS対応、インターネット対応、公営水道、都市ガス、下水、フローリング、バルコニー、室内洗濯機置場、宅配ボックス、駐輪場あり、住まい探し特典あり、オンライン内見対応可　オーナー様から、直接、ご依頼を受けた物件です。お電話頂けると、お話が早く進みます。Bフレッツ導入済　バイク・石油系暖房器具不可,鉄骨造,無,-,-,2年間,新賃料の1ヶ月分,-,加入要保証会社：エルズサポート保証会社利用料：　エルズサポート：初回保証委託料として賃料等の50％・更新委託料として10，000円／年,要,-,賃貸中,2024年05月 上旬,0100459-0156863,一般媒介★,2024/03/19,2024/03/21,https://www.homes.co.jp/chintai/room/a435f1454a0941f6c8c62a606104712d3f22c939/
